ACTIONTYPE,ACTIONDATE,ASSISTANCETYPE,RECORDTYPE,FAIN,AWARDMODIFICATIONAMENDMENTNUM,URI,CORRECTIONLATEDELETEIND,FISCALYEARANDQTRCORRECTION,SAI_NUM,AWARDEEORRECIPIENTLEGALENTITYNAME,AWARDEEORRECIPIENTUNIQUEIDENTIFIER,LEGALENTITYADDRLINE1,LEGALENTITYADDRLINE2,LEGALENTITYADDRLINE3,LEGALENTITYCITYNAME,LEGALENTITYSTATECD,LEGALENTITYZIP5,LEGALENTITYZIPLAST4,LEGALENTITYCOUNTRYCD,LEGALENTITYFOREIGNCITYNAME,LEGALENTITYFOREIGNPROVINCENAME,LEGALENTITYFOREIGNPOSTALCD,LEGALENTITYCONGRESSIONALDISTRICT,BUSINESSTYPES,FUNDINGAGENCYCD,FUNDINGSUBTIERAGENCYCD,FUNDINGOFFICECD,AWARDINGAGENCYCD,AWARDINGSUBTIERAGENCYCD,AWARDINGOFFICECD,CFDA_NUM,PRIMPLACEOFPERFORMANCECD,PRIMPLACEOFPERFORMANCECOUNTRYCD,PRIMPLACEOFPERFORMANCEZIP+4,PRIMPLACEOFPERFORMANCEFOREIGNLOCATIONDESC,PRIMPLACEOFPERFORMANCECONGRESSIONALDISTRICT,AWARDDESC,PERIODOFPERFORMANCESTARTDATE,PERIODOFPERFORMANCECURRENTENDDATE,FEDERALACTIONOBLIGATION,NONFEDERALFUNDINGAMOUNT,FACEVALUEOFDIRECTLOANORLOANGUARANTEE,ORIGINALLOANSUBSIDYCOST,BUSINESSFUNDSINDICATOR
A,20201026,07,2,8823228201,1,,,,SAI Exempt,Korosh Levian,,1875 CENTURY PARK E STE 1025,,,LOS ANGELES,CA,90067,2511,USA,,,,37,R,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,37,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,143000.00,12755.60,NON
A,20201026,07,2,8826288203,1,,,,SAI Exempt,TYRONE ACIERTO,,6313 W MONTROSE AVENUE APT 1,,,CHICAGO,IL,60634,5450,USA,,,,05,PR,073,7300,732990,073,7300,732990,59.008,IL**031,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,4300.00,383.56,NON
A,20201026,07,2,8830838205,1,,,,SAI Exempt,LAKEYSHIA BLACKMON,,10302 RONNIE BYRD LN S,,,SEMMES,AL,36575,6190,USA,,,,01,PR,073,7300,732990,073,7300,732990,59.008,AL**097,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,1000.00,89.20,NON
A,20201026,07,2,8832508204,1,,,,SAI Exempt,CHRISTOPHER STAVIG,,20098 340TH ST,,,BAGLEY,MN,56621,4387,USA,,,,07,PR,073,7300,732990,073,7300,732990,59.008,MN**029,USA,,,07,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,15800.00,1409.36,NON
A,20201026,07,2,8832928201,1,,,,SAI Exempt,CREATIVE METALWORKS LLC,,16205 Southeast Alderman Road,,,Dayton,OR,97114,8608,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,OR**071,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,12100.00,1079.32,NON
A,20201026,07,2,8835928207,1,,,,SAI Exempt,TANYA DOTY,,3012 MILLBROOK AVE,,,MODESTO,CA,95355,7802,USA,,,,10,PR,073,7300,732990,073,7300,732990,59.008,CA**099,USA,,,10,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,5000.00,446.00,NON
A,20201026,07,2,8836678206,1,,,,SAI Exempt,GAVIN SUPPLEE,,3100 RIVERSIDE DR APT 312,,,LOS ANGELES,CA,90027,1482,USA,,,,28,PR,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,28,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,3200.00,285.44,NON
A,20201026,07,2,8839288202,1,,,,SAI Exempt,EMILY BORTER,,6 NORTH WEST ST,,,HOMER,NY,13077,1067,USA,,,,22,PR,073,7300,732990,073,7300,732990,59.008,NY**023,USA,,,22,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,2000.00,178.40,NON
A,20201026,07,2,8840358207,1,,,,SAI Exempt,VIP Glass & Mirror LLC,,6364 NW 82ND AVE SUITE B,,,MIAMI,FL,33166,3427,USA,,,,25,R,073,7300,732990,073,7300,732990,59.008,FL**086,USA,,,25,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,12000.00,1070.40,NON
A,20201026,07,2,8840568200,1,,,,SAI Exempt,TAMEKA YOUNG,,3150 HILLTOP MALL RD SUITE 25,,,RICHMOND,CA,94806,1921,USA,,,,11,PR,073,7300,732990,073,7300,732990,59.008,CA**013,USA,,,11,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,52100.00,4647.32,NON
A,20201026,07,2,8840768201,1,,,,SAI Exempt,"ATOMIC MUSIC GROUP, LLC",,6325 BALLANTINE PL,,,OAK PARK,CA,91377,5812,USA,,,,26,R,073,7300,732990,073,7300,732990,59.008,CA**111,USA,,,26,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,50000.00,4460.00,NON
A,20201027,07,2,8843178207,1,,,,SAI Exempt,CARLOS LEVII,,4641 OAKWOOD DR 51,,,ODESSA,TX,79761,2062,USA,,,,11,PR,073,7300,732990,073,7300,732990,59.008,TX**135,USA,,,11,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,16100.00,1436.12,NON
A,20201027,07,2,8844398205,1,,,,SAI Exempt,NELLIE ONTIVEROS,,1629 POLLASKY,,,CLOVIS,CA,93612,2654,USA,,,,22,PR,073,7300,732990,073,7300,732990,59.008,CA**019,USA,,,22,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,16700.00,1489.64,NON
A,20201027,07,2,8853178200,1,,,,SAI Exempt,VALERIE EVANS,,8801 S RAPTOR LANE,,,BOISE,ID,83709,7862,USA,,,,01,PR,073,7300,732990,073,7300,732990,59.008,ID**001,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,15600.00,1391.52,NON
A,20201027,07,2,8847098204,1,,,,SAI Exempt,JAMES GEATHERS,,110 WILD TURKEY LANE,,,QUINCY,FL,32351,0582,USA,,,,05,PR,073,7300,732990,073,7300,732990,59.008,FL**039,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,92000.00,8206.40,NON
A,20201027,07,2,8847108205,1,,,,SAI Exempt,The Meticulous Handyman,,1917 HAYES ST,,,SAN FRANCISCO,CA,94117,1125,USA,,,,12,R,073,7300,732990,073,7300,732990,59.008,CA**075,USA,,,12,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,72500.00,6467.00,NON
A,20201027,07,2,8848188209,1,,,,SAI Exempt,CONNIE CONRAD,,12645 TUCKER CROSSING LANE,,,CHARLOTTE,NC,28273,4746,USA,,,,12,PR,073,7300,732990,073,7300,732990,59.008,NC**119,USA,,,12,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,11300.00,1007.96,NON
A,20201027,07,2,8848268209,1,,,,SAI Exempt,"Carroll Cattle Company, Inc.",,1400 CR 2450,,,MOORE,TX,78057,3018,USA,,,,23,R,073,7300,732990,073,7300,732990,59.008,TX**325,USA,,,23,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,104300.00,9303.56,NON
A,20201027,07,2,8848528204,1,,,,SAI Exempt,TAXX SAVAGE LLC,,157 WILDE AVE,,,DREXEL HILL,PA,19026,3418,USA,,,,05,R,073,7300,732990,073,7300,732990,59.008,PA**045,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,31300.00,2791.96,NON
A,20201027,07,2,8849408205,1,,,,SAI Exempt,"ORIOLE CINEMAS, INC.",,7421 W ATLANTIC AVE,,,DELRAY BEACH,FL,33446,1302,USA,,,,21,R,073,7300,732990,073,7300,732990,59.008,FL**099,USA,,,21,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,100100.00,8928.92,NON
A,20201027,07,2,8849678205,1,,,,SAI Exempt,"GL REALTY INVESTMENTS, INC.",,2237 NOVI DR,,,RIVERBANK,CA,95367,9592,USA,,,,10,R,073,7300,732990,073,7300,732990,59.008,CA**099,USA,,,10,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,126200.00,11257.04,NON
A,20201027,07,2,8850088202,1,,,,SAI Exempt,"JL Aviation, INC.",,33025 SE BROOKS ROAD,,,BORING,OR,97009,8703,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,OR**005,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,108000.00,9633.60,NON
A,20201027,07,2,8850468209,1,,,,SAI Exempt,CHEO TYEHIMBA TAYLOR,,1399 VIA FAISAN,,,SAN LORENZO,CA,94580,1458,USA,,,,15,PR,073,7300,732990,073,7300,732990,59.008,CA**001,USA,,,13,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,62600.00,5583.92,NON
A,20201027,07,2,8850488204,1,,,,SAI Exempt,"T. NELSON ASSOCIATES, INC",,3971 N RIDGE ROAD,,,EDEN,UT,84310,8800,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,UT**057,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,30900.00,2756.28,NON
A,20201027,07,2,8850808204,1,,,,SAI Exempt,ASIAN MEAT MARKET,,2611 STREET ROAD,,,BENSALEM,PA,19020,2864,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,PA**017,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,124000.00,11060.80,NON
A,20201027,07,2,8852358204,1,,,,SAI Exempt,JAMES KIM,,144-27 35 AVE APT 4P,,,FLUSHING,NY,11354,0050,USA,,,,06,PR,073,7300,732990,073,7300,732990,59.008,NY**081,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,4600.00,410.32,NON
A,20201027,07,2,8852778201,1,,,,SAI Exempt,"John E Hoar, DMD, PC",,822 FRANKLIN ST,,,HUNTSVILLE,AL,35801,4310,USA,,,,05,R,073,7300,732990,073,7300,732990,59.008,AL**089,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,150000.00,13380.00,NON
A,20201027,07,2,8853478207,1,,,,SAI Exempt,TITAN FREIGHT LINES INC.,,520 W ROOSEVELT RD SUITE 300,,,WHEATON,IL,60187,5083,USA,,,,06,R,073,7300,732990,073,7300,732990,59.008,IL**043,USA,,,06,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,140000.00,12488.00,NON
A,20201027,07,2,8855008210,1,,,,SAI Exempt,BOMS HOSPITALITY LLC,,7751 1/2 MELROSE AVENUE,,,LOS ANGELES,CA,90046,7328,USA,,,,28,R,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,28,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,49200.00,4388.64,NON
A,20201027,07,2,8856398202,1,,,,SAI Exempt,CHRISTOPHER BUFALO,,6209 BURNTWOOD DRIVE NORTH,,,MOBILE,AL,36609,3578,USA,,,,01,PR,073,7300,732990,073,7300,732990,59.008,AL**097,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,104600.00,9330.32,NON
A,20201027,07,2,8859968202,1,,,,SAI Exempt,TAIESHA FOWLER,,5313 S RIMPAU BLVD,,,WINDSOR HILLS,CA,90043,1743,USA,,,,37,PR,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,37,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,4200.00,374.64,NON
A,20201027,07,2,8859988208,1,,,,SAI Exempt,SYED W. HUSSAIN,,1450 RAHWAY AVE APT 112,,,AVENEL,NJ,07001,2252,USA,,,,06,PR,073,7300,732990,073,7300,732990,59.008,NJ**023,USA,,,06,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,25000.00,2230.00,NON
A,20201027,07,2,8860748203,1,,,,SAI Exempt,HIGH QUALITY CLEANERS INC,,20 SKYLINE DR,,,THIELLS,NY,10984,1424,USA,,,,17,R,073,7300,732990,073,7300,732990,59.008,NY**071,USA,,,18,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,5000.00,446.00,NON
A,20201027,07,2,8861698203,1,,,,SAI Exempt,KENNYA RAMSEY,,1749 W 42ND PL,,,LOS ANGELES,CA,90062,1539,USA,,,,37,PR,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,37,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,24500.00,2185.40,NON
A,20201027,07,2,8862238207,1,,,,SAI Exempt,MAMOU EXPRESS LLC,,6100 City Avenue,,,Philadelphia,PA,19131,1239,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,PA**101,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,36500.00,3255.80,NON
A,20201027,07,2,8862558209,1,,,,SAI Exempt,SUNSHINE TRUCKING INC,,2906 41ST ST W,,,BRADENTON,FL,34205,1235,USA,,,,16,R,073,7300,732990,073,7300,732990,59.008,FL**081,USA,,,16,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,36000.00,3211.20,NON
A,20201028,07,2,8865698200,1,,,,SAI Exempt,EMPIRICAL BOOKKEEPING CORP,,937 SW 20TH ST,,,FORT LAUDERDALE,FL,33315,2405,USA,,,,22,R,073,7300,732990,073,7300,732990,59.008,FL**011,USA,,,22,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,14300.00,1275.56,NON
A,20201027,07,2,8862888203,1,,,,SAI Exempt,ANYTHINGWITHWATER Inc,,20111 SW 103RD AVE,,,CUTLER BAY,FL,33189,1369,USA,,,,27,R,073,7300,732990,073,7300,732990,59.008,FL**086,USA,,,27,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,22100.00,1971.32,NON
A,20201027,07,2,8863148206,1,,,,SAI Exempt,M & K ELLIOTT ENTERPRISES INC,,15777 ROBINS RD,,,JOHNSTOWN,OH,43031,9270,USA,,,,12,R,073,7300,732990,073,7300,732990,59.008,OH**041,USA,,,12,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,12200.00,1088.24,NON
A,20201028,07,2,8865358203,1,,,,SAI Exempt,SAM L. MCDANIEL,,27972 INDIAN CREEK ROAD,,,JOHN DAY,OR,97845,7818,USA,,,,02,PR,073,7300,732990,073,7300,732990,59.008,OR**023,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,90000.00,8028.00,NON
A,20201028,07,2,8866448208,1,,,,SAI Exempt,BAH TRANSPORT INC,,5439 COUNTY ROAD 37,,,FORT LUPTON,CO,80621,8616,USA,,,,04,R,073,7300,732990,073,7300,732990,59.008,CO**123,USA,,,04,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,34800.00,3104.16,NON
A,20201028,07,2,8866438205,1,,,,SAI Exempt,ASHWOOD DEVELOPMENT CO,,3611 BOCA CT,,,MISSOURI CITY,TX,77459,4405,USA,,,,09,R,073,7300,732990,073,7300,732990,59.008,TX**157,USA,,,09,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,145600.00,12987.52,NON
A,20201028,07,2,8866188202,1,,,,SAI Exempt,M BRENNAN ACQUISITONS LLC,,8 OVERBROOK PARKWAY,,,WYNNEWOOD,PA,19096,3518,USA,,,,05,R,073,7300,732990,073,7300,732990,59.008,PA**091,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,3800.00,338.96,NON
A,20201028,07,2,8866988206,1,,,,SAI Exempt,Style N Smile No 7 LLC,,23195 MARTER RD STE 150,,,SAINT CLAIR SHORES,MI,48080,2733,USA,,,,09,R,073,7300,732990,073,7300,732990,59.008,MI**099,USA,,,09,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,83500.00,7448.20,NON
A,20201028,07,2,8868988210,1,,,,SAI Exempt,STEPHON DEWBERRY,,1410 SOUTH PEACH AVENUE,,,TYLER,TX,75701,2663,USA,,,,01,PR,073,7300,732990,073,7300,732990,59.008,TX**423,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,29000.00,2586.80,NON
A,20201028,07,2,8872158200,1,,,,SAI Exempt,Rosell  Transport INC,,6008 North Coolidge Avenue,,,Tampa,FL,33614,5502,USA,,,,14,R,073,7300,732990,073,7300,732990,59.008,FL**057,USA,,,14,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,94900.00,8465.08,NON
A,20201028,07,2,8869768205,1,,,,SAI Exempt,AWILDA PIMENTEL,,111 RIVER POINTE WAY APT 5206,,,LAWRENCE,MA,01843,3850,USA,,,,03,PR,073,7300,732990,073,7300,732990,59.008,MA**009,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,6600.00,588.72,NON
A,20201028,07,2,8870448200,1,,,,SAI Exempt,J B EXPRESS INC,,27 DUGGAN DRIVE,,,LEOMINSTER,MA,01453,6405,USA,,,,02,R,073,7300,732990,073,7300,732990,59.008,MA**027,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,42800.00,3817.76,NON
A,20201028,07,2,8870008208,1,,,,SAI Exempt,KATY IVY KIDS INC,,19919 LAKEMONT BEND LN,,,RICHMOND,TX,77407,4127,USA,,,,22,R,073,7300,732990,073,7300,732990,59.008,TX**157,USA,,,22,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,131500.00,11729.80,NON
A,20201028,07,2,8871148206,1,,,,SAI Exempt,AZTEC CAPITAL PARTNERS INC,,1101 E HECTOR STREET,,,CONSHOHOCKEN,PA,19428,2333,USA,,,,04,R,073,7300,732990,073,7300,732990,59.008,PA**101,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,54200.00,4834.64,NON
A,20201028,07,2,8871858207,1,,,,SAI Exempt,TOOR CARRIER CORPORATION,,199 PRINCETON ARMS N,,,EAST WINDSOR,NJ,08512,1120,USA,,,,12,R,073,7300,732990,073,7300,732990,59.008,NJ**021,USA,,,12,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,134800.00,12024.16,NON
A,20201028,07,2,8872888207,1,,,,SAI Exempt,HENRY D. BAKER,,2641 S LYONS STREET,,,SIOUX CITY,IA,51106,3912,USA,,,,04,PR,073,7300,732990,073,7300,732990,59.008,IA**193,USA,,,04,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,33100.00,2952.52,NON
A,20201028,07,2,8873248205,1,,,,SAI Exempt,"GILLETTE SHOWS, INC.",,291 PECKS ROAD,,,PITTSFIELD,MA,01201,1340,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,MA**003,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,128100.00,11426.52,NON
A,20201028,07,2,8875608210,1,,,,SAI Exempt,WILLIAM F. SPERFSLAGE,,12442 227TH AVE,,,ANAMOSA,IA,52205,8004,USA,,,,01,PR,073,7300,732990,073,7300,732990,59.008,IA**105,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,109700.00,9785.24,NON
A,20201028,07,2,8876948209,1,,,,SAI Exempt,BETHCO WATERPROOFING & TEXTURES,,4975 BRIGHTWOOD RD,,,BETHEL PARK,PA,15102,2850,USA,,,,18,R,073,7300,732990,073,7300,732990,59.008,PA**003,USA,,,18,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,63000.00,5619.60,NON
A,20201028,07,2,8878058206,1,,,,SAI Exempt,"BW Homes, LLC, formerly BW Remodeling & Investments, LLC",,2005 NORTHFIELD DRIVE,,,LOUISVILLE,KY,40222,6320,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,KY**111,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,7200.00,642.24,NON
A,20201028,07,2,8878598204,1,,,,SAI Exempt,"Battlegrounds fitness, Inc",,35 EAST JACKSON STREET,,,FRONT ROYAL,VA,22630,3113,USA,,,,06,R,073,7300,732990,073,7300,732990,59.008,VA**187,USA,,,06,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,6800.00,606.56,NON
A,20201028,07,2,8882278205,1,,,,SAI Exempt,L&A LEGALLY SERVICES AND TRAVEL INC,,2720 8TH AVE SE,,,NAPLES,FL,34117,4503,USA,,,,25,R,073,7300,732990,073,7300,732990,59.008,FL**021,USA,,,19,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,36800.00,3282.56,NON
A,20201028,07,2,8883148203,1,,,,SAI Exempt,My Dog Jake Inc.,,1341 E Thousand Oaks Blvd Suite 106,,,thousand oaks,CA,91362,6247,USA,,,,26,R,073,7300,732990,073,7300,732990,59.008,CA**111,USA,,,26,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,120000.00,10704.00,NON
